company_code,service_category,country,city,zone_code,source,province,district
#CR0001,domestic,Sri Lanka,Karatota,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Kekanadurra,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Kiriweldola,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Kiriwelkele,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Kolawenigama,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Kotapola,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Kottegoda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Lankagama,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Makandura,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Maliduwa,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Maramba,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Matara,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Mediripitiya,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Miella,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Mirissa,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Moragala Kirillapone,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Morawaka,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Mulatiyana Junction,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Nadugala,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Naimana,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Narawelpita,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Pahala Millawa,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Palatuwa,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Paragala,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Parapamulla,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Pasgoda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Penetiyana,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Pitabeddara,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Pothdeniya,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Puhulwella,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Radawela,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Ransegoda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Ratmale,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Rotumba,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Siyambalagoda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Sultanagoda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Telijjawila,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Thihagoda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Urubokka,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Urugamuwa,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Urumutta,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Viharahena,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Walakanda,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Walasgala,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Waralla,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Weligama,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Wilpita,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Yatiyana,C,Copy of courier (1).xlsx,Southern,Matara
#CR0001,domestic,Sri Lanka,Akkarasiyaya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Aluketiyawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Aluttaramma,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ambadandegama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ambagahawatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ambagasdowa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Amunumulla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Arawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Arawakumbura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Arawatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Atakiriya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Badulla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Baduluoya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ballaketuwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Bambarapana,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Bandarawela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Beramada,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Bibilegama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Bogahakumbura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Boragas,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Boralanda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Bowela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Dambana,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Demodara,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Diganatenna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Dikkapitiya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Dimbulana,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Divulapelessa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Diyatalawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Dulgolla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Egodawela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ella,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ettampitiya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Galauda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Galedanda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Galporuyaya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Gamewela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Gawarawela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Girandurukotte,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Godunna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Gurutalawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Haldummulla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Hali Ela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Hangunnawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Haputale,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Hebarawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Heeloya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Helahalpe,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Helapupula,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Hewanakumbura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Hingurukaduwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Hopton,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Idalgashinna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Jangulla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kahataruppa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kalubululanda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kalugahakandura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kalupahana,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kandaketya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kandegedara,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kandepuhulpola,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kebillawela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kendagolla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Keppetipola,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Keselpotha,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ketawatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kiriwanagama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Koslanda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kotamuduna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kuruwitenna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Kuttiyagolla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Landewela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Liyangahawela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Lunugala,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Lunuwatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Madulsima,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Mahiyanganaya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Makulella,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Malgoda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Maliyadda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Mapakadawewa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Maspanna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Maussagolla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Medawela Udukinda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Medawelagama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Meegahakiula,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Metigahatenna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Mirahawatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Miriyabedda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Miyanakandura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Namunukula,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Narangala,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Nelumgama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Nikapotha,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Nugatalawa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ohiya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pahalarathkinda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pallekiruwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Passara,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pathanewatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pattiyagedara,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pelagahatenna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Perawella,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pitamaruwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Pitapola,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Puhulpola,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ratkarawwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Ridimaliyadda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Rilpola,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Silmiyapura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Sirimalgoda,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Sorabora Colony,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Soragune,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Soranatota,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Spring Valley,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Taldena,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Tennepanguwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Timbirigaspitiya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uduhawara,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uraniya,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uva Deegalla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uva Karandagolla,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uva Mawelagama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uva Tenna,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uva Tissapura,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uva Uduwara,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Uvaparanagama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Welimada,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Wewatta,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Wineethagama,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Yalagamuwa,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Yalwela,C,Copy of courier (1).xlsx,Uva,Badulla
#CR0001,domestic,Sri Lanka,Angunakolawewa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Ayiwela,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Badalkumbura,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Baduluwela,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Bakinigahawela,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Balaharuwa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Bibile,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Buddama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Buttala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Dambagalla,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Diyakobala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Dombagahawela,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Ekamutugama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Ekiriyankumbura,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Ethimalewewa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Ettiliwewa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Galabedda,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Hambegamuwa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Hulandawa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Inginiyagala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kandaudapanguwa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kandawinna,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kataragama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kiriibbanwewa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kotagama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kotawehera Mankada,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kotiyagala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Kumbukkana,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Mahagama Colony,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Marawa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Mariarawa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Medagana,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Monaragala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Moretuwegama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Nakkala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Nannapurawa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Nelliyadda,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Nilgala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Obbegoda,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Okkampitiya,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Pangura,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Pitakumbura,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Randeniya,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Ruwalwela,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Sella Kataragama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Sewanagala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Siyambalagune,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Siyambalanduwa,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Suriara,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Tanamalwila,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Uva Gangodagama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Uva Kudaoya,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Uva Pelwatta,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Warunagama,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Wedikumbura,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Weherayaya Handapanagala,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Wellawaya,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Wilaoya,C,Copy of courier (1).xlsx,Uva,Monaragala
#CR0001,domestic,Sri Lanka,Akarawita,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Angoda,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Arangala,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Athurugiriya,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Avissawella,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Bambalapitiya,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Batawala,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Battaramulla,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Batugampola,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Bope,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Boralesgamuwa,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Borella,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 01,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 02,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 03,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 04,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 05,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 06,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 07,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 08,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 09,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 10,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 11,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 12,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 13,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 14,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Colombo 15,A,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Dedigamuwa,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Dehiwala,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Deltara,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Embuldeniya,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Gongodawila,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Habarakada,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Handapangoda,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Hanwella,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Hewainna,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Hiripitya,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Hokandara,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Homagama,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Horagala,B,Copy of courier (1).xlsx,Western,Colombo
#CR0001,domestic,Sri Lanka,Kaduwela,B,Copy of courier (1).xlsx,Western,Colombo
